	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP
2863	mok i want you to reverse	6	[3, 2]	[{i, mok, reverse}, {you, to}]	['want', 'want']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
2864	get yourself a few paces behind the position	8	[2, 2]	[{paces, yourself}, {behind, few}]	['get', 'get']	[1, 1]	['VERB']	[1, 1, 1]	[{a}, {position}, {the}]	['paces', 'paces', 'behind']	[1, 1, 1]	['ADP']
2865	you find yourself in now facing away	7	[3, 2]	[{in, you, yourself}, {away, now}]	['find', 'in']	[1, 1]	['PART']	[1]	[{facing}]	['find']	[1]	['VERB']
2866	from the rear wall of the room	7	[3]	[{rear, the, of}]	['from']	[1]	['ADP']	[1, 1, 1]	[{wall}, {room}, {the}]	['from', 'wall', 'of']	[1, 1, 1]	['ADP']
2867	or turn around and face the rear wall of the room	11	[4, 3]	[{face, and, or, around}, {rear, the, of}]	['turn', 'face']	[1, 1]	['VERB']	[1, 1, 1]	[{wall}, {room}, {the}]	['turn', 'wall', 'of']	[1, 1, 1]	['ADP']
2868	it does not matter a few paces behind	8	[5]	[{it, not, behind, paces, does}]	['matter']	[1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'matter']	[1, 1]	['VERB']
2869	sharp to the right	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{to}, {right}, {the}]	['sharp', 'sharp', 'to']	[1, 1, 1]	['ADP']
2870	and all the way toward aki almost directly aligned	9	[3, 3]	[{the, all, toward}, {and, way, directly}]	['aligned', 'aligned']	[1, 1]	['VERB']	[1, 1]	[{aki}, {almost}]	['way', 'aligned']	[1, 1]	['VERB']
2871	till you are almost directly aligned with aki facing aki	10	[5, 2]	[{till, you, are, directly, with}, {aki, aki}]	['aligned', 'with']	[1, 1]	['ADP']	[1, 1]	[{almost}, {facing}]	['aligned', 'aligned']	[1, 1]	['VERB']
2872	but not quite just a few degrees to akis	9	[3, 3]	[{just, quite, a}, {akis, but, few}]	['degrees', 'degrees']	[1, 1]	['NOUN']	[1, 1]	[{not}, {to}]	['few', 'degrees']	[1, 1]	['NOUN']
2873	left	1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
2874	it would be your right and stop	7	[3, 3]	[{right, would, it}, {and, stop, your}]	['be', 'be']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
2875	mok i want you to move toward aki	8	[3, 3]	[{move, mok, i}, {to, you, toward}]	['want', 'want']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']
2876	till your at a spot thats exactly halfway between where aki is and where you are now again toward aki	21	[2, 2, 2, 2, 4, 5]	[{your, spot}, {a, s}, {halfway, that}, {exactly, between}, {are, where, aki, and}, {you, again, toward, now, where}]	['till', 'at', 'spot', 's', 'between', 'is']	[1, 1, 1, 1, 1, 1]	['VERB']	[1, 1, 1]	[{at}, {is}, {aki}]	['till', 'halfway', 'are']	[1, 1, 1]	['VERB']
2877	and stop when you are exactly halfway between where aki is and where you find yourself now thank you	19	[2, 3, 2, 4, 4, 2]	[{are, and}, {you, when, between}, {is, halfway}, {and, aki, where, find}, {where, thank, yourself, you}, {you, now}]	['stop', 'stop', 'are', 'between', 'is', 'find']	[1, 1, 1, 1, 1, 1]	['VERB']	[1]	[{exactly}]	['between']	[1]	['ADP']
2878	mok i need you to move along a diagonal till you are directly aligned with aki and about two yards in front of her	24	[3, 4, 5, 2, 2]	[{mok, move, i}, {aligned, along, you, to}, {with, till, are, you, directly}, {and, yards}, {in, two}]	['need', 'need', 'move', 'with', 'aki']	[1, 1, 1, 1, 1]	['NOUN']	[1, 1, 1, 1, 1, 1, 1]	[{diagonal}, {a}, {aki}, {about}, {front}, {of}, {her}]	['move', 'along', 'aligned', 'yards', 'yards', 'in', 'front']	[1, 1, 1, 1, 1, 1, 1]	['NOUN']
2879	and then move a few paces to your left	9	[4]	[{to, then, paces, and}]	['move']	[1]	['VERB']	[1, 1, 1, 1]	[{a}, {few}, {left}, {your}]	['paces', 'move', 'move', 'to']	[1, 1, 1, 1]	['ADP']
2880	so along a diagonal till you are directly ahead of aki and about two yards away from her	18	[3, 3, 4, 2]	[{so, diagonal, are}, {you, ahead, till}, {away, and, of, directly}, {from, yards}]	['along', 'along', 'are', 'ahead']	[1, 1, 1, 1]	['ADV']	[1, 1, 1, 1, 1]	[{a}, {aki}, {about}, {two}, {her}]	['along', 'ahead', 'yards', 'away', 'away']	[1, 1, 1, 1, 1]	['ADV']
2881	and then from that point move a few paces to your left and stop	14	[7]	[{to, paces, from, then, and, stop, and}]	['move']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{point}, {that}, {a}, {few}, {left}, {your}]	['move', 'from', 'paces', 'move', 'move', 'to']	[1, 1, 1, 1, 1, 1]	['ADP']
2882	mok i want you to turn around	7	[3, 3]	[{i, mok, turn}, {around, you, to}]	['want', 'want']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
2883	and move along a diagonal till you are directly aligned with aki	12	[3, 5]	[{and, along, aligned}, {directly, you, are, till, with}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1]	[{diagonal}, {a}, {aki}]	['move', 'along', 'aligned']	[1, 1, 1]	['VERB']
2884	and about two yards in front of her	8	[3]	[{in, and, two}]	['yards']	[1]	['NOUN']	[1, 1, 1, 1]	[{about}, {front}, {of}, {her}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']
2885	and then to a few paces	6	[4]	[{and, a, then, to}]	['paces']	[1]	['NOUN']	[1]	[{few}]	['paces']	[1]	['NOUN']
2886	move a few paces to the left and stop	9	[2, 3]	[{paces, to}, {and, stop, the}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{a}, {few}, {left}]	['paces', 'move', 'move']	[1, 1, 1]	['VERB']
2887	so turn around	3	[2]	[{around, so}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
2888	move along a diagonal	4	[]	[]	[]	[]	[]	[1, 1, 1]	[{along}, {diagonal}, {a}]	['move', 'move', 'along']	[1, 1, 1]	['ADP']
2889	till you find yourself directly in line with aki	9	[5]	[{till, you, directly, in, yourself}]	['find']	[1]	['VERB']	[1, 1, 1]	[{line}, {with}, {aki}]	['find', 'in', 'line']	[1, 1, 1]	['NOUN']
2890	from that point move a few paces directly in line with aki	12	[4]	[{in, paces, from, directly}]	['move']	[1]	['VERB']	[1, 1, 1, 1, 1, 1, 1]	[{point}, {that}, {a}, {few}, {line}, {with}, {aki}]	['move', 'from', 'paces', 'move', 'move', 'in', 'line']	[1, 1, 1, 1, 1, 1, 1]	['NOUN']
2891	and about two yards in front of her	8	[3]	[{and, in, two}]	['yards']	[1]	['NOUN']	[1, 1, 1, 1]	[{about}, {front}, {of}, {her}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']
2892	and then about two paces to your left	8	[4]	[{two, then, and, to}]	['paces']	[1]	['NOUN']	[1, 1, 1]	[{about}, {left}, {your}]	['paces', 'paces', 'to']	[1, 1, 1]	['ADP']
2893	and stop thank you	4	[2]	[{thank, and}]	['stop']	[1]	['VERB']	[1]	[{you}]	['stop']	[1]	['VERB']
2894	mok move to the location in which aki is	9	[2, 2]	[{to, mok}, {aki, the}]	['is', 'to']	[1, 1]	['ADP']	[1, 1, 1, 1]	[{location}, {which}, {in}, {move}]	['move', 'aki', 'location', 'is']	[1, 1, 1, 1]	['VERB']
2895	get as near to her as possible	7	[3]	[{as, to, as}]	['get']	[1]	['VERB']	[1, 1, 1]	[{near}, {her}, {possible}]	['get', 'near', 'near']	[1, 1, 1]	['ADV']
2896	and once you are there	5	[4]	[{you, there, once, and}]	['are']	[1]	['VERB']	[]	[]	[]	[]	[]
2897	move forward about a yard or so	7	[2, 3]	[{about, forward}, {a, so, or}]	['move', 'about']	[1, 1]	['ADP']	[1]	[{yard}]	['move']	[1]	['VERB']
2898	and and then position yourself	5	[4]	[{and, then, and, yourself}]	['position']	[1]	['VERB']	[]	[]	[]	[]	[]
2899	so that you face aki and stop	7	[6]	[{and, aki, stop, that, so, you}]	['face']	[1]	['VERB']	[]	[]	[]	[]	[]
2900	so again move to where aki is get as close as you possibly can	14	[3, 5, 2]	[{can, to, again}, {close, aki, where, is, possibly}, {as, as}]	['move', 'to', 'get']	[1, 1, 1]	['VERB']	[1, 1, 1]	[{so}, {get}, {you}]	['move', 'move', 'close']	[1, 1, 1]	['ADJ']
2901	and then move about a yard toward the right hand wall	11	[3, 2, 2]	[{then, and, about}, {toward, a}, {hand, the}]	['move', 'about', 'toward']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{yard}, {wall}, {right}]	['move', 'yard', 'wall']	[1, 1, 1]	['NOUN']
2902	move so that you are facing aki	7	[5]	[{aki, so, that, you, are}]	['move']	[1]	['VERB']	[1]	[{facing}]	['move']	[1]	['VERB']
2903	and then stop thank you	5	[3]	[{then, thank, and}]	['stop']	[1]	['VERB']	[1]	[{you}]	['stop']	[1]	['VERB']
2904	mok move back	3	[2]	[{mok, back}]	['move']	[1]	['VERB']	[]	[]	[]	[]	[]
2905	you can either turn around or reverse a few paces	10	[6]	[{reverse, around, or, either, you, can}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{paces}, {a}, {few}]	['turn', 'paces', 'reverse']	[1, 1, 1]	['VERB']
2906	then make a sharp right	5	[2, 2]	[{right, then}, {sharp, a}]	['make', 'make']	[1, 1]	['VERB']	[]	[]	[]	[]	[]
2907	and go in akis direction and stop	7	[4]	[{and, and, stop, in}]	['go']	[1]	['VERB']	[1, 1]	[{direction}, {akis}]	['go', 'in']	[1, 1]	['ADP']
2908	when you are almost directly aligned with her	8	[5]	[{are, directly, with, you, when}]	['aligned']	[1]	['VERB']	[1, 1]	[{almost}, {her}]	['aligned', 'aligned']	[1, 1]	['VERB']
2909	and a few paces behind her	6	[3]	[{few, behind, and}]	['paces']	[1]	['NOUN']	[1, 1]	[{a}, {her}]	['paces', 'paces']	[1, 1]	['NOUN']
2910	so back a few paces from where you are	9	[2, 2, 2]	[{so, paces}, {few, from}, {where, you}]	['back', 'back', 'from']	[1, 1, 1]	['ADP']	[1, 1]	[{a}, {are}]	['paces', 'paces']	[1, 1]	['NOUN']
2911	sharp right in akis direction	5	[2]	[{sharp, in}]	['right']	[1]	['NOUN']	[1, 1]	[{direction}, {akis}]	['right', 'in']	[1, 1]	['ADP']
2912	stop when you are a few paces away from being directly aligned with her	14	[3, 2, 2, 3]	[{away, you, when}, {a, few}, {paces, from}, {with, directly, being}]	['stop', 'away', 'are', 'from']	[1, 1, 1, 1]	['ADP']	[1, 1, 1]	[{are}, {aligned}, {her}]	['stop', 'away', 'aligned']	[1, 1, 1]	['VERB']
2913	so you should be few paces behind her	8	[4, 2]	[{so, paces, you, should}, {behind, few}]	['be', 'be']	[1, 1]	['VERB']	[1]	[{her}]	['paces']	[1]	['NOUN']
2914	but a little to her right thank you	8	[2, 3]	[{to, a}, {little, you, but}]	['thank', 'thank']	[1, 1]	['VERB']	[1, 1]	[{right}, {her}]	['little', 'to']	[1, 1]	['ADP']
2915	mok again i want you to move along a diagonal till you find yourself directly aligned with aki	18	[4, 4, 3, 3]	[{i, mok, move, again}, {to, find, you, along}, {till, you, aligned}, {yourself, with, directly}]	['want', 'want', 'move', 'find']	[1, 1, 1, 1]	['VERB']	[1, 1, 1]	[{diagonal}, {a}, {aki}]	['move', 'along', 'aligned']	[1, 1, 1]	['VERB']
2916	but about two yards in front of her	8	[3]	[{in, two, but}]	['yards']	[1]	['NOUN']	[1, 1, 1, 1]	[{about}, {front}, {of}, {her}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']
2917	and then once you get there	6	[5]	[{then, and, there, you, once}]	['get']	[1]	['VERB']	[]	[]	[]	[]	[]
2918	move a few paces to the left and stop	9	[2, 3]	[{to, paces}, {the, and, stop}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{a}, {few}, {left}]	['paces', 'move', 'move']	[1, 1, 1]	['VERB']
2919	so along a diagonal till you are directly aligned with aki	11	[3, 5]	[{aligned, diagonal, so}, {till, you, with, are, directly}]	['along', 'along']	[1, 1]	['ADP']	[1, 1]	[{a}, {aki}]	['along', 'aligned']	[1, 1]	['VERB']
2920	and once there a few paces to the left hand wall	11	[4, 3]	[{and, few, a, to}, {left, the, hand}]	['paces', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{there}, {once}, {wall}]	['paces', 'and', 'paces']	[1, 1, 1]	['NOUN']
2921	and then stop thank you	5	[3]	[{thank, then, and}]	['stop']	[1]	['VERB']	[1]	[{you}]	['stop']	[1]	['VERB']
2922	mok move in akis direction till you find yourself at a spot halfway	13	[3, 5]	[{find, mok, in}, {at, yourself, till, you, halfway}]	['move', 'move']	[1, 1]	['NOUN']	[1, 1, 1, 1]	[{direction}, {akis}, {spot}, {a}]	['move', 'in', 'find', 'at']	[1, 1, 1, 1]	['ADP']
2923	between your present position and where aki is	8	[4, 2]	[{your, and, is, present}, {aki, where}]	['between', 'position']	[1, 1]	['NOUN']	[1]	[{position}]	['between']	[1]	['ADP']
2924	so move in akis direction till you find yourself at a spot exactly half halfway	15	[4, 4, 2]	[{in, so, halfway, find}, {till, yourself, you, at}, {a, half}]	['move', 'move', 'at']	[1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{direction}, {akis}, {spot}, {exactly}]	['move', 'in', 'find', 'spot']	[1, 1, 1, 1]	['NOUN']
2925	between where aki is and where you are presently positioned thank you	12	[5, 4]	[{and, thank, aki, where, are}, {where, positioned, you, presently}]	['between', 'is']	[1, 1]	['VERB']	[1, 1]	[{is}, {you}]	['between', 'is']	[1, 1]	['VERB']
2926	mok i want you to move along a diagonal	9	[3, 3]	[{i, mok, move}, {along, you, to}]	['want', 'want']	[1, 1]	['VERB']	[1, 1]	[{diagonal}, {a}]	['move', 'along']	[1, 1]	['ADP']
2927	you can either turn around or reverse a few paces	10	[6]	[{reverse, around, or, either, you, can}]	['turn']	[1]	['VERB']	[1, 1, 1]	[{paces}, {a}, {few}]	['turn', 'paces', 'reverse']	[1, 1, 1]	['VERB']
2928	and then from that position of direct alignment	8	[2]	[{that, of}]	['from']	[1]	['ADP']	[1, 1, 1, 1, 1]	[{then}, {from}, {position}, {alignment}, {direct}]	['and', 'and', 'then', 'position', 'of']	[1, 1, 1, 1, 1]	['ADP']
2929	move a few paces to your left and then stop	10	[4]	[{and, paces, to, stop}]	['move']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{a}, {few}, {left}, {your}, {then}]	['paces', 'move', 'move', 'to', 'move']	[1, 1, 1, 1, 1]	['VERB']
2930	mok again i want you to move along a diagonal	10	[4, 3]	[{again, i, mok, move}, {you, along, to}]	['want', 'want']	[1, 1]	['VERB']	[1, 1]	[{diagonal}, {a}]	['move', 'along']	[1, 1]	['ADP']
2931	turn around	2	[]	[]	[]	[]	[]	[1]	[{around}]	['turn']	[1]	['VERB']
2932	move along a diagonal so that you are aligned with aki	11	[2, 5]	[{along, aligned}, {you, that, so, with, are}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1]	[{diagonal}, {a}, {aki}]	['move', 'along', 'aligned']	[1, 1, 1]	['VERB']
2933	and once you get there move a few paces to your left and stop	14	[4, 5]	[{and, you, once, move}, {and, stop, there, paces, to}]	['get', 'get']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{a}, {few}, {left}, {your}]	['paces', 'move', 'move', 'to']	[1, 1, 1, 1]	['ADP']
2934	so along a diagonal till you are aligned with aki and about two yards ahead of her	17	[3, 5, 2]	[{diagonal, so, aligned}, {ahead, are, till, you, with}, {yards, of}]	['along', 'along', 'aligned']	[1, 1, 1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{a}, {aki}, {and}, {about}, {two}, {her}]	['along', 'aligned', 'with', 'yards', 'ahead', 'ahead']	[1, 1, 1, 1, 1, 1]	['ADV']
2935	and then a few paces to your left and stop thank you	12	[6]	[{and, few, to, stop, and, then}]	['paces']	[1]	['NOUN']	[1, 1, 1, 1, 1]	[{a}, {left}, {your}, {thank}, {you}]	['paces', 'paces', 'to', 'paces', 'stop']	[1, 1, 1, 1, 1]	['VERB']
2936	mok i want you to move toward aki till you find yourself in a position exactly	16	[3, 5, 4]	[{i, mok, move}, {exactly, you, find, to, toward}, {yourself, in, you, till}]	['want', 'want', 'move']	[1, 1, 1]	['VERB']	[1, 1, 1]	[{aki}, {position}, {a}]	['move', 'find', 'in']	[1, 1, 1]	['ADP']
2937	half way between where aki is and where you find yourself now	12	[2, 4, 4]	[{between, half}, {where, and, find, aki}, {yourself, you, now, where}]	['way', 'between', 'is']	[1, 1, 1]	['VERB']	[1]	[{is}]	['way']	[1]	['NOUN']
2938	so move toward aki till you are halfway	8	[3, 3]	[{are, toward, so}, {till, halfway, you}]	['move', 'move']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']
2939	between the point where you are now and the point where aki is now and stop thank you	18	[2, 5, 2, 5]	[{the, are}, {and, now, you, point, where}, {the, is}, {stop, and, now, aki, where}]	['between', 'point', 'are', 'point']	[1, 1, 1, 1]	['NOUN']	[1, 1, 1]	[{point}, {thank}, {you}]	['between', 'is', 'stop']	[1, 1, 1]	['VERB']
2940	mok turn around and move	5	[4]	[{around, move, and, mok}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
2941	turn around face forward	4	[3]	[{forward, face, around}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]
2942	move along a diagonal till you are aligned with aki	10	[2, 4]	[{aligned, along}, {with, till, are, you}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1]	[{diagonal}, {a}, {aki}]	['move', 'along', 'aligned']	[1, 1, 1]	['VERB']
2943	and about two yards ahead of her	7	[2]	[{yards, of}]	['and']	[1]	['CCONJ']	[1, 1, 1, 1]	[{ahead}, {about}, {two}, {her}]	['and', 'yards', 'ahead', 'ahead']	[1, 1, 1, 1]	['ADV']
2944	and then once you get there	6	[5]	[{then, and, you, once, there}]	['get']	[1]	['VERB']	[]	[]	[]	[]	[]
2945	move a few paces to the left and stop thank you	11	[4]	[{to, and, stop, paces}]	['move']	[1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{a}, {few}, {left}, {the}, {thank}, {you}]	['paces', 'move', 'move', 'to', 'move', 'stop']	[1, 1, 1, 1, 1, 1]	['VERB']
2946	mok turn around and face the rear wall	8	[4, 2]	[{around, mok, and, face}, {the, rear}]	['turn', 'face']	[1, 1]	['VERB']	[1]	[{wall}]	['turn']	[1]	['VERB']
2947	move a few paces toward it	6	[2]	[{few, toward}]	['move']	[1]	['VERB']	[1, 1, 1]	[{paces}, {a}, {it}]	['move', 'paces', 'paces']	[1, 1, 1]	['NOUN']
2948	and then make a sharp right a right angle turn toward aki	12	[3, 3, 2, 2]	[{then, and, right}, {turn, a, sharp}, {a, right}, {angle, toward}]	['make', 'make', 'turn', 'right']	[1, 1, 1, 1]	['NOUN']	[1]	[{aki}]	['turn']	[1]	['NOUN']
2949	and move till you are directly in front of aki	10	[2, 4]	[{and, are}, {till, you, in, directly}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1]	[{front}, {of}, {aki}]	['are', 'in', 'front']	[1, 1, 1]	['NOUN']
2950	and a few paces maybe a foot or two in front of her that is to say closer than her to the rear wall	24	[3, 6, 2, 2, 2, 2]	[{foot, and, few}, {two, or, in, maybe, is, a}, {that, say}, {to, closer}, {to, than}, {rear, the}]	['paces', 'paces', 'foot', 'is', 'say', 'to']	[1, 1, 1, 1, 1, 1]	['ADP']	[1, 1, 1, 1, 1, 1]	[{a}, {front}, {of}, {her}, {her}, {wall}]	['paces', 'foot', 'in', 'front', 'closer', 'closer']	[1, 1, 1, 1, 1, 1]	['ADJ']
2951	and get yourself slightly out of alignment with her	9	[4, 2]	[{with, and, out, yourself}, {of, slightly}]	['get', 'get']	[1, 1]	['VERB']	[1, 1]	[{alignment}, {her}]	['out', 'get']	[1, 1]	['VERB']
2952	move a few paces to your left and stop	9	[2, 3]	[{paces, to}, {and, stop, your}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{a}, {few}, {left}]	['paces', 'move', 'move']	[1, 1, 1]	['VERB']
2953	so again turn around and face the rear wall	9	[4, 2]	[{face, and, again, around}, {rear, the}]	['turn', 'face']	[1, 1]	['VERB']	[1, 1]	[{so}, {wall}]	['turn', 'turn']	[1, 1]	['VERB']
2954	a few paces in the direction of that rear wall	10	[2, 2, 2]	[{few, in}, {of, the}, {rear, that}]	['paces', 'in', 'of']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{a}, {direction}, {wall}]	['paces', 'paces', 'direction']	[1, 1, 1]	['NOUN']
2955	sharp turn right toward aki get almost into perfect alignment with aki	12	[2, 2, 2, 2, 2]	[{sharp, toward}, {right, aki}, {into, turn}, {alignment, almost}, {perfect, with}]	['get', 'turn', 'get', 'get', 'into']	[1, 1, 1, 1, 1]	['ADP']	[1]	[{aki}]	['alignment']	[1]	['NOUN']
2956	but stop a few paces before that happens thank you	10	[2, 2, 2, 3]	[{paces, but}, {few, a}, {that, before}, {you, happens, stop}]	['thank', 'stop', 'thank', 'thank']	[1, 1, 1, 1]	['VERB']	[]	[]	[]	[]	[]
2957	mok i want you to get yourself into a position halfway between where you are now and where aki is now	21	[3, 4, 2, 2, 5, 3]	[{mok, get, i}, {into, yourself, you, to}, {a, between}, {are, halfway}, {you, where, now, and, is}, {now, where, aki}]	['want', 'want', 'into', 'position', 'between', 'are']	[1, 1, 1, 1, 1, 1]	['VERB']	[1]	[{position}]	['get']	[1]	['VERB']
2958	so note where you are now move toward aki	9	[2, 5]	[{so, move}, {you, where, now, are, toward}]	['note', 'note']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']
2959	so that you are halfway between where she is and where you are now thank you	16	[4, 4, 5]	[{you, so, that, halfway}, {thank, where, and, she}, {now, you, where, you, are}]	['are', 'between', 'is']	[1, 1, 1]	['VERB']	[1, 1]	[{between}, {is}]	['are', 'halfway']	[1, 1]	['ADV']
2960	mok turn and face the direction which aki turn and face in akis direction	14	[3, 2, 3]	[{and, mok, face}, {the, turn}, {and, aki, face}]	['turn', 'face', 'direction']	[1, 1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{direction}, {which}, {in}, {direction}, {akis}]	['turn', 'turn', 'turn', 'face', 'in']	[1, 1, 1, 1, 1]	['ADP']
2961	and move toward her	4	[2]	[{and, toward}]	['move']	[1]	['VERB']	[1]	[{her}]	['move']	[1]	['VERB']
2962	stopping when you get to a point midway between where she is and where you find yourself now	18	[3, 3, 4, 4]	[{you, to, when}, {a, point, between}, {she, find, and, where}, {where, now, you, yourself}]	['stopping', 'to', 'between', 'is']	[1, 1, 1, 1]	['VERB']	[1, 1, 1]	[{get}, {midway}, {is}]	['stopping', 'get', 'midway']	[1, 1, 1]	['NOUN']
2963	so move toward aki but stop when you are at a point midway between where you are now and where she is now thank you	25	[4, 4, 5, 5]	[{but, stop, so, toward}, {midway, when, you, at}, {now, thank, where, you, and}, {where, now, she, is, you}]	['move', 'stop', 'between', 'are']	[1, 1, 1, 1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{aki}, {are}, {point}, {a}, {between}, {are}]	['move', 'move', 'are', 'at', 'are', 'midway']	[1, 1, 1, 1, 1, 1]	['NOUN']
2964	mok move along a diagonal till you get into alignment with aki	12	[3, 4]	[{mok, get, along}, {into, with, you, till}]	['move', 'move']	[1, 1]	['NOUN']	[1, 1, 1, 1]	[{diagonal}, {a}, {alignment}, {aki}]	['move', 'along', 'get', 'get']	[1, 1, 1, 1]	['VERB']
2965	and about two yards in front of her	8	[3]	[{in, two, and}]	['yards']	[1]	['NOUN']	[1, 1, 1, 1]	[{about}, {front}, {of}, {her}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']
2966	that is to say she should be closer to the rear wall than you	14	[2, 2, 3, 3]	[{that, say}, {be, to}, {closer, should, she}, {than, the, rear}]	['is', 'is', 'say', 'to']	[1, 1, 1, 1]	['ADP']	[1, 1, 1]	[{to}, {wall}, {you}]	['be', 'closer', 'wall']	[1, 1, 1]	['NOUN']
2967	you should be two yards in front of her	9	[3, 2]	[{should, yards, you}, {in, two}]	['be', 'be']	[1, 1]	['VERB']	[1, 1, 1]	[{front}, {of}, {her}]	['yards', 'in', 'front']	[1, 1, 1]	['NOUN']
2968	and then once you are directly in alignment and two yards in front of her	15	[7, 2]	[{directly, in, yards, and, then, once, you}, {in, two}]	['are', 'are']	[1, 1]	['VERB']	[1, 1, 1, 1, 1]	[{alignment}, {and}, {front}, {of}, {her}]	['are', 'in', 'yards', 'in', 'front']	[1, 1, 1, 1, 1]	['NOUN']
