	cleaned_inst_segment	index
4130	go forward three robot lengths	905.0
4131	turn right	905.0
4132	go forward till you are parallel with aki	905.0
4134	turn right	906.0
4135	go forward three robot lengths	906.0
4136	turn right	906.0
4137	go forward till you are parallel with aki	906.0
4139	go forward go around aki	907.0
4140	stop when you are two robot lengths past him	907.0
4141	turn around	908.0
4142	go forward half the distance between you and aki	908.0
4144	turn around	909.0
4145	go forward go around aki	909.0
4146	stop when you are two robot lanes past him	909.0
4148	turn right	910.0
4149	go forward half the distance between you and aki	910.0
4151	turn around	911.0
4152	go forward three robot lengths	911.0
4153	turn right	911.0
4154	go forward till you are parallel with aki	911.0
4156	turn around	912.0
4157	go forward half the distance between you and aki	912.0
4159	turn right	913.0
4160	go forward three robot lengths	913.0
4161	turn left	913.0
4162	go forward till you are parallel with aki	913.0
4164	go forward three robot lengths	914.0
4165	turn right	914.0
4166	go forward till you are parallel with aki	914.0
4168	turn right	915.0
4169	go forward three robot lengths	915.0
4170	turn right	915.0
4171	go forward till you are parallel with aki	915.0
4173	turn left	916.0
4174	go forward three robot lengths	916.0
4175	turn left	916.0
4176	go straight till you are parallel with aki	916.0
4178	turn right	917.0
4179	go forward three robot lengths	917.0
4180	turn right	917.0
4181	go forward till you are parallel with aki	917.0
4183	turn around	918.0
4184	go forward three robot lengths	918.0
4185	turn right	918.0
4186	go forward till you are parallel with aki	918.0
4188	turn left	919.0
4189	go forward three robot lengths	919.0
4190	turn left	919.0
4191	go forward till you are parallel with aki	919.0
4193	go forward half the distance between you and aki	920.0
4195	turn right	921.0
4196	go forward three robot lengths	921.0
4197	turn right	921.0
4198	go forward till you are parallel with aki	921.0
4200	turn left	922.0
4201	go forward three robot lengths	922.0
4202	turn left	922.0
4203	go forward till you are parallel with aki	922.0
4205	turn right	923.0
4206	go forward half the distance between you and aki	923.0
4208	go forward three robot lengths	924.0
4209	turn right	924.0
4210	go forward till you are parallel with aki	924.0
4212	go forward three robot lengths	925.0
4213	turn left	925.0
4214	go forward till you are parallel with aki	925.0
4216	turn around	926.0
4217	go forward	926.0
4218	go around aki	926.0
4219	stop when you are two robot lengths behind him	926.0
4220	turn right	927.0
4221	go forward	927.0
4222	go around aki	927.0
4223	stop when you are two robot lengths past him	927.0
4224	turn left	928.0
4225	go forward three robot lengths	928.0
4226	turn left	929.0
4227	go forward till you are parallel with aki	929.0
4229	turn around	930.0
4230	go forward three robot lengths	930.0
4231	turn left	930.0
4232	and go forward till you are parallel with aki	930.0
4235	 go forward	931.0
4236	go around aki and stop	931.0
4237	when you are two robot lengths past him 	931.0
4238	 turn right 	932.0
4239	 go forward three robot lengths 	932.0
4240	 turn left and stop	933.0
4241	when you are parallel with aki 	933.0
4242	 turn left 	933.0
4243	 go forward	933.0
4244	go around aki and stop	933.0
4245	when you are two robot lengths past him 	933.0
4247	go forward half the distance between you and aki	934.0
4249	turn right	935.0
4250	go forward three robot lengths	935.0
4251	turn right	935.0
4252	and go forward till you are parallel with aki	935.0
4254	turn around	936.0
4255	go forward	936.0
4256	go around aki	936.0
4257	stop when you are two robot lengths past him	936.0
4259	 turn left 	937.0
4260	 go forward	937.0
4261	go around aki stop	937.0
4262	when you are two robot lengths past him 	937.0
4264	turn around	938.0
4265	go forward three robot lengths	938.0
4266	turn right	938.0
4267	stop when you are parallel with aki	938.0
4269	go forward three robot lengths	939.0
4270	turn left	939.0
4271	go forward till you are parallel with aki	939.0
4273	 turn right 	940.0
4274	 go forward	940.0
4275	go around aki	940.0
4276	stop when you are two robot lengths past him 	940.0
4278	go forward half the distance between you and aki	941.0
4280	 turn right 	942.0
4281	 go forward	942.0
4282	go around aki	942.0
4283	stop when you are two robot lengths past him 	942.0
4284	 turn right 	943.0
4285	 go forward three robot lengths 	943.0
4286	 turn left 	943.0
4287	 go forward till you are parallel with aki 	943.0
4289	go forward three robot lengths	944.0
4290	turn right	944.0
4291	go forward till you are parallel with aki	944.0
4293	 go forward	945.0
4294	go around aki	945.0
4295	stop when you are two robot lengths past him 	945.0
4296	 go forward three robot lengths 	946.0
4297	 turn left 	946.0
4298	 and go forward till you are parallel with aki 	946.0
4300	turn around	947.0
4301	go forward three robot lengths	947.0
4302	turn right	947.0
4303	and go forward till your parallel with aki	947.0
4305	turn right	948.0
4306	go forward three robot lengths	948.0
4307	turn left	948.0
4308	and go forward till you are parallel with aki	948.0
4310	turn left	949.0
4311	go forward half the distance between you and aki	949.0
4313	 turn left 	950.0
4314	 go forward	950.0
4315	go around aki	950.0
4316	stop when you are two robot lengths past him 	950.0
4317	 turn around 	951.0
4318	 go forward three robot lengths 	951.0
4319	 turn left 	951.0
4320	 and go straight till you are parallel with aki 	951.0
4322	ok mokie rotate a hundred and eighty degrees	952.0
4323	move forward bout about four feet	952.0
4324	then rotate ninety degrees to your left	952.0
4325	move forward three feet about	952.0
4326	and then rotate ninety degrees to your right	952.0
4327	and move forward another three feet	952.0
4329	okay mokie rotate a hundred eighty degrees	953.0
4330	move forward until you get to aki	953.0
4331	then rotate to your left ninety degrees	953.0
4332	move forward about a foot	953.0
4333	rotate to your right exactly ninety degrees	953.0
4334	move forward two feet	953.0
4335	rotate to your right ninety degrees	953.0
4336	and then immediately um rotate to your left	953.0
4337	ninety degrees and go forward	953.0
4339	 what i want you to do	954.0
4340	is to uh rotate to your right a hundred eighty degrees 	954.0
4341	and then move forward to aki 	954.0
4342	and then rotate to your right ninety degrees 	954.0
4343	 and move forward about four feet 	954.0
4344	and then rotate to your left ninety degrees and you should be there 	954.0
4346	ok mok what you want to do is rotate a hundred and eighty degrees	955.0
4347	and then move forward about three feet	955.0
4348	and you should be on the purple thing	955.0
4349	alrighty ok um move forward until you get to aki	956.0
4350	and then rotate left ninety degrees	956.0
4351	move forward about  four feet	956.0
4352	and then rotate to your right ninety degrees	956.0
4353	and move forward a little bit you should be there	956.0
4355	ok mok um move forward five feet	957.0
4356	and then uh i guess he can see the other one right um	957.0
4357	rotate to your left ninety degrees 	957.0
4358	move forward bout about a foot	957.0
4359	then rotate right ninety degrees	957.0
4360	move forward about four feet	957.0
4361	then rotate right ninety degrees	957.0
4362	and move forward should be about there	957.0
4364	ok mok um move forward until you get to aki	958.0
4365	then you want to  rotate to your right ninety degrees	958.0
4366	and then move forward about four feet and you should see the endpoint	958.0
4367	and then rotate to your left ninety degrees	958.0
4368	and move forward a little bit bout about a foot and you should be there	958.0
4370	ok move forward about two and a half feet	959.0
4371	or until you see  the endpoint and stop there	959.0
4372	mok uh turn around	959.0
4373	move up next to aki about four feet to his left please	959.0
4375	mok uh turn around	960.0
4376	go in front of aki about four feet please	960.0
