	segments	length_segment	dep_count_k	dependents_k	head_k	head_kLength	posK	dep_count_p	dependents_p	head_p	head_pLength	posP	index	depSum_p	depSum_k	headSum_p	headSum_k	cohesion	cohesion_norm	ifmt	inst_len	ifmt_norm
3025	keep moving forward toward the left hand wall of the room	11	[2, 3]	[{forward, toward}, {of, hand, the}]	['keep', 'toward']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{moving}, {wall}, {left}, {room}, {the}]	['keep', 'moving', 'wall', 'wall', 'of']	[1, 1, 1, 1, 1]	['ADP']	832.0	5	5	5	2	0	0.0			
3026	for about two yards you should be about two yards in front of her	14	[4, 2]	[{yards, you, should, for}, {in, two}]	['be', 'be']	[1, 1]	['VERB']	[1, 1, 1, 1, 1, 1, 1]	[{yards}, {about}, {two}, {about}, {front}, {of}, {her}]	['be', 'yards', 'for', 'yards', 'yards', 'in', 'front']	[1, 1, 1, 1, 1, 1, 1]	['NOUN']	832.0	7	6	7	2	-1	-0.07			
3027	and then from that position of direct alignment	8	[2]	[{that, of}]	['from']	[1]	['ADP']	[1, 1, 1, 1, 1]	[{then}, {from}, {position}, {alignment}, {direct}]	['and', 'and', 'then', 'position', 'of']	[1, 1, 1, 1, 1]	['ADP']	832.0	5	2	5	1	-3	-0.38			
3028	move a few paces to your right	7	[2]	[{to, paces}]	['move']	[1]	['VERB']	[1, 1, 1, 1]	[{a}, {few}, {right}, {your}]	['paces', 'move', 'move', 'to']	[1, 1, 1, 1]	['ADP']	832.0	4	2	4	1	-2	-0.29			
3029	to the right of aki and stop thank you	9	[3, 2]	[{stop, and, right}, {of, the}]	['to', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{aki}, {thank}, {you}]	['right', 'to', 'stop']	[1, 1, 1]	['VERB']	832.0	3	5	3	2	2	0.22			
3030	mok turn around	3	[2]	[{mok, around}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	832.0	0	2	0	1	2	0.67			
3031	and move toward aki till you get to a point	10	[3, 3]	[{toward, and, get}, {till, to, you}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1]	[{aki}, {point}, {a}]	['move', 'get', 'to']	[1, 1, 1]	['ADP']	833.0	3	6	3	2	3	0.3			
3032	thats exactly midway between your position now and akis position now	12	[5, 2, 2]	[{that, midway, akis, and, now}, {between, exactly}, {now, position}]	['s', 's', 's']	[1, 1, 1]	['VERB']	[1, 1]	[{position}, {your}]	['midway', 'between']	[1, 1]	['ADP']	833.0	2	9	2	3	7	0.58			
3033	so again turn around	4	[2]	[{again, around}]	['turn']	[1]	['VERB']	[1]	[{so}]	['turn']	[1]	['VERB']	833.0	1	2	1	1	1	0.25			
3034	and move till you are at a point	8	[2, 3]	[{and, are}, {till, at, you}]	['move', 'move']	[1, 1]	['VERB']	[1, 1]	[{point}, {a}]	['are', 'at']	[1, 1]	['ADP']	833.0	2	5	2	2	3	0.38			
3035	thats midway between where aki is now and where you are now thank you	15	[2, 5, 5]	[{midway, that}, {aki, where, and, thank, now}, {are, you, where, you, now}]	['s', 'between', 'is']	[1, 1, 1]	['VERB']	[1, 1]	[{between}, {is}]	['s', 'midway']	[1, 1]	['NOUN']	834.0	2	12	2	3	10	0.67			
3036	mok again i want you to move toward aki	9	[4, 3]	[{again, move, mok, i}, {to, toward, you}]	['want', 'want']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']	834.0	1	7	1	2	6	0.67			
3037	and position yourself at a spot halfway between the point where you find yourself now and where aki is now	20	[3, 3, 2, 6, 3]	[{and, yourself, at}, {between, a, halfway}, {the, find}, {is, now, and, yourself, where, you}, {where, aki, now}]	['position', 'at', 'between', 'point', 'find']	[1, 1, 1, 1, 1]	['VERB']	[1, 1]	[{spot}, {point}]	['position', 'spot']	[1, 1]	['NOUN']	834.0	2	17	2	5	15	0.75			
3038	so turn around	3	[2]	[{so, around}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	834.0	0	2	0	1	2	0.67			
3039	and move toward aki	4	[2]	[{and, toward}]	['move']	[1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']	834.0	1	2	1	1	1	0.25			
3040	stop midway between the point	5	[2]	[{midway, between}]	['stop']	[1]	['VERB']	[1, 1]	[{point}, {the}]	['stop', 'between']	[1, 1]	['ADP']	834.0	2	2	2	1	0	0.0			
3041	at which you are now and where aki is now thank you	12	[5, 5]	[{thank, and, now, you, at}, {aki, now, where, is, you}]	['are', 'are']	[1, 1]	['VERB']	[1]	[{which}]	['are']	[1]	['VERB']	835.0	1	10	1	2	9	0.75			
3042	mok turn around	3	[2]	[{mok, around}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	835.0	0	2	0	1	2	0.67			
3043	and move along a diagonal	5	[2]	[{and, along}]	['move']	[1]	['VERB']	[1, 1]	[{diagonal}, {a}]	['move', 'along']	[1, 1]	['ADP']	835.0	2	2	2	1	0	0.0			
3044	so that you are directly aligned with aki	8	[6]	[{are, so, that, with, directly, you}]	['aligned']	[1]	['VERB']	[1]	[{aki}]	['aligned']	[1]	['VERB']	835.0	1	6	1	1	5	0.62			
3045	and about two yards in front of her	8	[3]	[{and, in, two}]	['yards']	[1]	['NOUN']	[1, 1, 1, 1]	[{about}, {front}, {of}, {her}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']	835.0	4	3	4	1	-1	-0.12			
3046	away from the rear wall	5	[2]	[{rear, the}]	['from']	[1]	['ADP']	[1, 1]	[{from}, {wall}]	['away', 'away']	[1, 1]	['ADV']	835.0	2	2	2	1	0	0.0			
3047	she should be closer to the rear wall than you	10	[3, 3]	[{she, closer, should}, {the, than, rear}]	['be', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{to}, {wall}, {you}]	['be', 'closer', 'wall']	[1, 1, 1]	['NOUN']	835.0	3	6	3	2	3	0.3			
3048	and once you are perfectly aligned	6	[5]	[{and, once, you, are, perfectly}]	['aligned']	[1]	['VERB']	[]	[]	[]	[]	[]	836.0	0	5	0	1	5	0.83			
3049	move a few paces to your left and stop	9	[2, 3]	[{paces, to}, {stop, your, and}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{a}, {few}, {left}]	['paces', 'move', 'move']	[1, 1, 1]	['VERB']	836.0	3	5	3	2	2	0.22			
3050	so turn around	3	[2]	[{around, so}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	836.0	0	2	0	1	2	0.67			
3051	move along a diagonal till you are about two yards in front of her	14	[2, 3, 2]	[{are, along}, {till, you, yards}, {two, in}]	['move', 'move', 'are']	[1, 1, 1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{diagonal}, {a}, {about}, {front}, {of}, {her}]	['move', 'along', 'yards', 'yards', 'in', 'front']	[1, 1, 1, 1, 1, 1]	['NOUN']	836.0	6	7	6	3	1	0.07			
3052	she should be closer to the rear wall than you	10	[3, 3]	[{she, should, closer}, {than, rear, the}]	['be', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{to}, {wall}, {you}]	['be', 'closer', 'wall']	[1, 1, 1]	['NOUN']	836.0	3	6	3	2	3	0.3			
3053	and then once you are directly aligned a few paces to the left and then stop thank you	18	[10, 2, 2]	[{to, directly, are, and, then, stop, and, you, paces, once}, {a, few}, {thank, then}]	['aligned', 'aligned', 'aligned']	[1, 1, 1]	['VERB']	[1, 1, 1]	[{left}, {the}, {you}]	['aligned', 'to', 'stop']	[1, 1, 1]	['VERB']	837.0	3	14	3	3	11	0.61			
3054	mok again i want you to move along a diagonal	10	[4, 3]	[{mok, move, again, i}, {along, to, you}]	['want', 'want']	[1, 1]	['VERB']	[1, 1]	[{diagonal}, {a}]	['move', 'along']	[1, 1]	['ADP']	837.0	2	7	2	2	5	0.5			
3055	till you are in the same straight line with aki	10	[3, 4]	[{you, till, in}, {straight, the, same, with}]	['are', 'in']	[1, 1]	['ADP']	[1, 1]	[{line}, {aki}]	['are', 'line']	[1, 1]	['NOUN']	837.0	2	7	2	2	5	0.5			
3056	but two yards or so ahead of her that is to say	12	[2, 2, 4]	[{two, so}, {ahead, or}, {yards, but, say, that}]	['is', 'yards', 'is']	[1, 1, 1]	['VERB']	[1, 1, 1]	[{of}, {her}, {to}]	['so', 'ahead', 'is']	[1, 1, 1]	['VERB']	837.0	3	8	3	3	5	0.42			
3057	she should be closer to the rear wall of the room than you	13	[3, 2, 3]	[{should, closer, she}, {to, than}, {the, rear, of}]	['be', 'be', 'to']	[1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{wall}, {room}, {the}, {you}]	['closer', 'wall', 'of', 'closer']	[1, 1, 1, 1]	['ADJ']	837.0	4	8	4	3	4	0.31			
3058	and then once you get there	6	[5]	[{you, once, then, and, there}]	['get']	[1]	['VERB']	[]	[]	[]	[]	[]	838.0	0	5	0	1	5	0.83			
3059	step a few paces to the left and stop	9	[2, 3]	[{to, paces}, {stop, and, the}]	['step', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{a}, {few}, {left}]	['paces', 'step', 'step']	[1, 1, 1]	['VERB']	838.0	3	5	3	2	2	0.22			
3060	so move along a diagonal	5	[2]	[{so, along}]	['move']	[1]	['VERB']	[1, 1]	[{diagonal}, {a}]	['move', 'along']	[1, 1]	['ADP']	838.0	2	2	2	1	0	0.0			
3061	from where you are get to a point	8	[4]	[{to, are, where, you}]	['from']	[1]	['ADP']	[1, 1, 1]	[{get}, {point}, {a}]	['from', 'get', 'to']	[1, 1, 1]	['ADP']	838.0	3	4	3	1	1	0.12			
3062	about two yards in front of aki but in perfect alignment	11	[2, 3]	[{in, two}, {front, but, in}]	['yards', 'yards']	[1, 1]	['NOUN']	[1, 1, 1, 1, 1]	[{about}, {of}, {aki}, {alignment}, {perfect}]	['yards', 'in', 'front', 'in', 'in']	[1, 1, 1, 1, 1]	['ADP']	838.0	5	5	5	2	0	0.0			
3063	and then move a few paces to the left	9	[4]	[{paces, then, to, and}]	['move']	[1]	['VERB']	[1, 1, 1, 1]	[{a}, {few}, {left}, {the}]	['paces', 'move', 'move', 'to']	[1, 1, 1, 1]	['ADP']	838.0	4	4	4	1	0	0.0			
3064	so that shes closer to the rear wall than you	11	[4, 3]	[{that, so, she, closer}, {than, the, rear}]	['s', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{to}, {wall}, {you}]	['s', 'closer', 'wall']	[1, 1, 1]	['NOUN']	839.0	3	7	3	2	4	0.36			
3065	and you are two yards in front of her	9	[3, 2]	[{and, you, yards}, {two, in}]	['are', 'are']	[1, 1]	['VERB']	[1, 1, 1]	[{front}, {of}, {her}]	['yards', 'in', 'front']	[1, 1, 1]	['NOUN']	839.0	3	5	3	2	2	0.22			
3066	and a few paces to the left thank you	9	[2, 3]	[{to, few}, {paces, and, you}]	['thank', 'thank']	[1, 1]	['VERB']	[1, 1, 1]	[{a}, {left}, {the}]	['paces', 'paces', 'to']	[1, 1, 1]	['ADP']	839.0	3	5	3	2	2	0.22			
3067	mok turn around	3	[2]	[{mok, around}]	['turn']	[1]	['VERB']	[]	[]	[]	[]	[]	839.0	0	2	0	1	2	0.67			
3068	and move in akis direction till you find yourself at a point midway	13	[4, 4]	[{midway, in, find, and}, {at, yourself, till, you}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{direction}, {akis}, {point}, {a}]	['move', 'in', 'find', 'at']	[1, 1, 1, 1]	['ADP']	839.0	4	8	4	2	4	0.31			
3069	between where you are now and where aki is now	10	[5, 3]	[{where, you, is, now, and}, {where, now, aki}]	['between', 'are']	[1, 1]	['VERB']	[1]	[{are}]	['between']	[1]	['ADP']	840.0	1	8	1	2	7	0.7			
3070	so you are now more or less in a straight line along the position	14	[4, 2, 2, 3]	[{you, in, so, now}, {less, or}, {more, line}, {straight, a, along}]	['are', 'in', 'are', 'in']	[1, 1, 1, 1]	['ADP']	[1, 1]	[{position}, {the}]	['line', 'along']	[1, 1]	['ADP']	840.0	2	11	2	4	9	0.64			
3071	that two points on a straight	6	[3]	[{that, on, two}]	['points']	[1]	['NOUN']	[1, 1]	[{straight}, {a}]	['points', 'on']	[1, 1]	['ADP']	840.0	2	3	2	1	1	0.17			
3072	line get to the mid point of that line	9	[2, 3]	[{line, to}, {of, the, mid}]	['get', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{point}, {line}, {that}]	['get', 'point', 'of']	[1, 1, 1]	['ADP']	840.0	3	5	3	2	2	0.22			
3073	mok again i want you to turn around	8	[4, 3]	[{i, again, turn, mok}, {to, around, you}]	['want', 'want']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	840.0	0	7	0	2	7	0.88			
3074	and move in akis direction till you get to a point midway	12	[4, 3]	[{midway, and, get, in}, {you, till, to}]	['move', 'move']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{direction}, {akis}, {point}, {a}]	['move', 'in', 'get', 'to']	[1, 1, 1, 1]	['ADP']	840.0	4	7	4	2	3	0.25			
3075	between where she is now and where you are now	10	[5, 3]	[{she, where, are, now, and}, {you, now, where}]	['between', 'is']	[1, 1]	['VERB']	[1]	[{is}]	['between']	[1]	['ADP']	840.0	1	8	1	2	7	0.7			
3076	a point on the same straight line where you and she are now	13	[2, 4, 2, 3]	[{on, a}, {the, same, are, straight}, {and, she}, {now, where, you}]	['point', 'on', 'are', 'line']	[1, 1, 1, 1]	['NOUN']	[1]	[{line}]	['point']	[1]	['NOUN']	840.0	1	11	1	4	10	0.77			
3077	but midway between the two positions thank you	8	[2, 3]	[{the, two}, {you, but, midway}]	['between', 'thank']	[1, 1]	['VERB']	[1, 1]	[{between}, {positions}]	['thank', 'midway']	[1, 1]	['NOUN']	840.0	2	5	2	2	3	0.38			
3078	mok i want you to move toward aki	8	[3, 3]	[{i, move, mok}, {toward, to, you}]	['want', 'want']	[1, 1]	['VERB']	[1]	[{aki}]	['move']	[1]	['VERB']	840.0	1	6	1	2	5	0.62			
3079	stand side by side with her	6	[3]	[{by, side, with}]	['stand']	[1]	['VERB']	[1, 1]	[{side}, {her}]	['stand', 'stand']	[1, 1]	['VERB']	840.0	2	3	2	1	1	0.17			
3080	and then move forward toward the wall	7	[4]	[{toward, then, forward, and}]	['move']	[1]	['VERB']	[1, 1]	[{wall}, {the}]	['move', 'toward']	[1, 1]	['ADP']	840.0	2	4	2	1	2	0.29			
3081	that would be the left wall of the room	9	[3, 3]	[{would, that, wall}, {of, the, left}]	['be', 'be']	[1, 1]	['VERB']	[1, 1]	[{room}, {the}]	['wall', 'of']	[1, 1]	['ADP']	840.0	2	6	2	2	4	0.44			
3082	till you are about two yards in front of aki	10	[3, 2]	[{till, you, yards}, {two, in}]	['are', 'are']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{about}, {front}, {of}, {aki}]	['yards', 'yards', 'in', 'front']	[1, 1, 1, 1]	['NOUN']	840.0	4	5	4	2	1	0.1			
3083	and then move to the right a few paces and stop	11	[3, 4]	[{to, and, then}, {right, few, stop, and}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1]	[{paces}, {the}, {a}]	['move', 'paces', 'paces']	[1, 1, 1]	['NOUN']	840.0	3	7	3	2	4	0.36			
3084	so move toward aki position yourself side by side with her	11	[2, 4]	[{so, toward}, {by, side, aki, with}]	['move', 'toward']	[1, 1]	['ADP']	[1, 1, 1, 1]	[{position}, {yourself}, {side}, {her}]	['move', 'position', 'position', 'position']	[1, 1, 1, 1]	['VERB']	840.0	4	6	4	2	2	0.18			
3085	and then keep moving toward the wall	7	[3]	[{moving, then, and}]	['keep']	[1]	['VERB']	[1, 1, 1]	[{toward}, {wall}, {the}]	['keep', 'moving', 'toward']	[1, 1, 1]	['ADP']	841.0	3	3	3	1	0	0.0			
3086	the left hand wall of the room till you are about two yards in front of her	17	[5, 3, 2]	[{are, of, hand, left, the}, {till, yards, you}, {in, two}]	['wall', 'wall', 'are']	[1, 1, 1]	['VERB']	[1, 1, 1, 1, 1, 1]	[{room}, {the}, {about}, {front}, {of}, {her}]	['wall', 'of', 'yards', 'yards', 'in', 'front']	[1, 1, 1, 1, 1, 1]	['NOUN']	841.0	6	10	6	3	4	0.24			
3087	two yards closer to that wall than her	8	[3]	[{yards, than, to}]	['closer']	[1]	['ADV']	[1, 1, 1, 1]	[{two}, {wall}, {that}, {her}]	['closer', 'closer', 'to', 'closer']	[1, 1, 1, 1]	['ADV']	841.0	4	3	4	1	-1	-0.12			
3088	and then move to the right a few paces and stop thank you	13	[5, 2]	[{and, then, stop, and, to}, {few, right}]	['move', 'to']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{paces}, {the}, {a}, {thank}, {you}]	['move', 'paces', 'paces', 'move', 'stop']	[1, 1, 1, 1, 1]	['VERB']	841.0	5	7	5	2	2	0.15			
3089	mok i want you to move a few paces back	10	[3, 4]	[{move, mok, i}, {to, you, paces, back}]	['want', 'want']	[1, 1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'move']	[1, 1]	['VERB']	841.0	2	7	2	2	5	0.5			
3090	from where you are toward the rear wall of the room	11	[3, 3]	[{toward, where, you}, {of, the, rear}]	['from', 'toward']	[1, 1]	['ADP']	[1, 1, 1, 1]	[{are}, {wall}, {room}, {the}]	['from', 'are', 'wall', 'of']	[1, 1, 1, 1]	['ADP']	841.0	4	6	4	2	2	0.18			
3091	and then make a sharp turn right	7	[4, 2]	[{then, and, turn, right}, {a, sharp}]	['make', 'make']	[1, 1]	['VERB']	[]	[]	[]	[]	[]	841.0	0	6	0	2	6	0.86			
3092	and move in akis direction	5	[2]	[{in, and}]	['move']	[1]	['VERB']	[1, 1]	[{direction}, {akis}]	['move', 'in']	[1, 1]	['ADP']	841.0	2	2	2	1	0	0.0			
3093	get yourself directly aligned with her and about	8	[3, 3]	[{yourself, with, directly}, {and, about, her}]	['get', 'aligned']	[1, 1]	['VERB']	[1]	[{aligned}]	['get']	[1]	['VERB']	841.0	1	6	1	2	5	0.62			
3094	i dont know a foot and a half lets say away from her	14	[5, 4]	[{do, i, foot, say, nt}, {lets, and, half, a}]	['know', 'know']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{a}, {away}, {from}, {her}]	['foot', 'know', 'say', 'away']	[1, 1, 1, 1]	['ADV']	841.0	4	9	4	2	5	0.36			
3095	that is to say you should be closer to the rear wall of the room	15	[2, 2, 3, 3]	[{say, that}, {to, be}, {should, closer, you}, {rear, of, the}]	['is', 'is', 'say', 'to']	[1, 1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{to}, {wall}, {room}, {the}]	['be', 'closer', 'wall', 'of']	[1, 1, 1, 1]	['ADP']	841.0	4	10	4	4	6	0.4			
3096	and once you are there move a few paces back	10	[3, 4]	[{there, you, once}, {paces, are, and, back}]	['move', 'move']	[1, 1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'move']	[1, 1]	['VERB']	842.0	2	7	2	2	5	0.5			
3097	so that you are not perfectly in alignment with her	10	[6]	[{you, so, that, in, not, perfectly}]	['are']	[1]	['VERB']	[1, 1, 1]	[{alignment}, {with}, {her}]	['are', 'in', 'alignment']	[1, 1, 1]	['NOUN']	842.0	3	6	3	1	3	0.3			
3098	so back from where you are a few paces	9	[2, 3, 2]	[{from, so}, {where, you, paces}, {few, a}]	['back', 'from', 'are']	[1, 1, 1]	['VERB']	[1]	[{are}]	['back']	[1]	['ADV']	842.0	1	7	1	3	6	0.67			
3099	sharp turn right	3	[2]	[{sharp, right}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	842.0	0	2	0	1	2	0.67			
3100	and move in akis direction	5	[2]	[{in, and}]	['move']	[1]	['VERB']	[1, 1]	[{direction}, {akis}]	['move', 'in']	[1, 1]	['ADP']	842.0	2	2	2	1	0	0.0			
3101	align yourself perfectly and about a foot and a half away from her	13	[4, 5]	[{perfectly, and, foot, yourself}, {a, half, and, away, about}]	['align', 'align']	[1, 1]	['VERB']	[1, 1, 1]	[{a}, {from}, {her}]	['foot', 'foot', 'away']	[1, 1, 1]	['ADV']	842.0	3	9	3	2	6	0.46			
3102	you should be closer to the rear wall	8	[3, 2]	[{should, closer, you}, {the, rear}]	['be', 'to']	[1, 1]	['ADP']	[1, 1]	[{to}, {wall}]	['be', 'closer']	[1, 1]	['ADJ']	842.0	2	5	2	2	3	0.38			
3103	and then move back a few paces	7	[4]	[{then, paces, back, and}]	['move']	[1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'move']	[1, 1]	['VERB']	842.0	2	4	2	1	2	0.29			
3104	get yourself slightly out of alignment with her thank you	10	[3, 2, 2]	[{yourself, out, with}, {slightly, of}, {her, you}]	['get', 'get', 'with']	[1, 1, 1]	['ADP']	[1, 1]	[{alignment}, {thank}]	['out', 'get']	[1, 1]	['VERB']	843.0	2	7	2	3	5	0.5			
3105	mok again back a few paces from where you are	10	[2, 2, 2]	[{paces, again}, {few, from}, {you, where}]	['mok', 'back', 'from']	[1, 1, 1]	['ADP']	[1, 1, 1]	[{back}, {a}, {are}]	['mok', 'paces', 'paces']	[1, 1, 1]	['NOUN']	843.0	3	6	3	3	3	0.3			
3106	sharp turn right	3	[2]	[{sharp, right}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	843.0	0	2	0	1	2	0.67			
3107	and move all the way toward aki	7	[2, 2, 2]	[{and, toward}, {the, all}, {way, aki}]	['move', 'toward', 'move']	[1, 1, 1]	['VERB']	[]	[]	[]	[]	[]	843.0	0	6	0	3	6	0.86			
3108	get yourself into perfect alignment with her	7	[2, 2]	[{into, yourself}, {with, perfect}]	['get', 'into']	[1, 1]	['ADP']	[1, 1]	[{alignment}, {her}]	['get', 'alignment']	[1, 1]	['NOUN']	843.0	2	4	2	2	2	0.29			
3109	and about a foot and a half behind her	9	[6]	[{half, and, a, about, and, behind}]	['foot']	[1]	['NOUN']	[1, 1]	[{a}, {her}]	['foot', 'foot']	[1, 1]	['NOUN']	844.0	2	6	2	1	4	0.44			
3110	and then move a few paces back	7	[4]	[{and, then, back, paces}]	['move']	[1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'move']	[1, 1]	['VERB']	844.0	2	4	2	1	2	0.29			
3111	so a few paces back from where you are	9	[2, 2, 2]	[{so, a}, {back, few}, {where, you}]	['paces', 'paces', 'from']	[1, 1, 1]	['ADP']	[1, 1]	[{from}, {are}]	['paces', 'back']	[1, 1]	['ADV']	844.0	2	6	2	3	4	0.44			
3112	sharp turn right	3	[2]	[{sharp, right}]	['turn']	[1]	['NOUN']	[]	[]	[]	[]	[]	844.0	0	2	0	1	2	0.67			
3113	move all the way toward aki till you are perfectly aligned	11	[2, 2, 2]	[{toward, till}, {all, the}, {way, aki}]	['move', 'toward', 'move']	[1, 1, 1]	['VERB']	[1, 1, 1, 1]	[{you}, {are}, {aligned}, {perfectly}]	['move', 'till', 'you', 'are']	[1, 1, 1, 1]	['VERB']	844.0	4	6	4	3	2	0.18			
3114	with her and about a foot and a half behind her	11	[2, 5]	[{and, foot}, {half, about, behind, a, and}]	['with', 'her']	[1, 1]	['PRON']	[1, 1, 1]	[{her}, {a}, {her}]	['with', 'foot', 'foot']	[1, 1, 1]	['NOUN']	844.0	3	7	3	2	4	0.36			
3115	and then move a few paces back and stop	9	[6]	[{and, then, stop, paces, back, and}]	['move']	[1]	['VERB']	[1, 1]	[{a}, {few}]	['paces', 'move']	[1, 1]	['VERB']	844.0	2	6	2	1	4	0.44			
3116	mok i want you to move to where aki is	10	[3, 3, 2]	[{i, mok, move}, {to, you, to}, {aki, where}]	['want', 'want', 'to']	[1, 1, 1]	['ADP']	[1]	[{is}]	['move']	[1]	['VERB']	845.0	1	8	1	3	7	0.7			
3117	position yourself side by side with her	7	[4]	[{with, side, yourself, by}]	['position']	[1]	['VERB']	[1, 1]	[{side}, {her}]	['position', 'position']	[1, 1]	['VERB']	845.0	2	4	2	1	2	0.29			
3118	move about two yards in front of her	8	[2]	[{in, two}]	['move']	[1]	['VERB']	[1, 1, 1, 1, 1]	[{yards}, {about}, {front}, {of}, {her}]	['move', 'yards', 'yards', 'in', 'front']	[1, 1, 1, 1, 1]	['NOUN']	845.0	5	2	5	1	-3	-0.38			
3119	so that you are closer to the left hand wall of the room	13	[4, 3]	[{so, you, that, closer}, {hand, of, the}]	['are', 'to']	[1, 1]	['ADP']	[1, 1, 1, 1, 1]	[{to}, {wall}, {left}, {room}, {the}]	['are', 'closer', 'wall', 'wall', 'of']	[1, 1, 1, 1, 1]	['ADP']	845.0	5	7	5	2	2	0.15			
3120	than she is with about two yards between the two of you	12	[3, 2, 2]	[{with, she, than}, {between, two}, {of, the}]	['is', 'with', 'between']	[1, 1, 1]	['ADP']	[1, 1, 1, 1]	[{yards}, {about}, {two}, {you}]	['is', 'yards', 'yards', 'two']	[1, 1, 1, 1]	['NUM']	846.0	4	7	4	3	3	0.25			
3121	and then move from that point directly right	8	[4]	[{right, and, from, then}]	['move']	[1]	['VERB']	[1, 1, 1]	[{point}, {that}, {directly}]	['move', 'from', 'move']	[1, 1, 1]	['VERB']	846.0	3	4	3	1	1	0.12			
3122	till you are a few paces out of alignment with aki	11	[3, 3]	[{you, paces, till}, {out, with, few}]	['are', 'are']	[1, 1]	['VERB']	[1, 1, 1, 1]	[{a}, {of}, {alignment}, {aki}]	['paces', 'paces', 'out', 'paces']	[1, 1, 1, 1]	['NOUN']	846.0	4	6	4	2	2	0.18			
3123	and two yards in front of her	7	[3]	[{and, in, two}]	['yards']	[1]	['NOUN']	[1, 1, 1]	[{front}, {of}, {her}]	['yards', 'in', 'front']	[1, 1, 1]	['NOUN']	846.0	3	3	3	1	0	0.0			
3124	so position yourself side by side with aki	8	[4]	[{by, with, side, so}]	['position']	[1]	['VERB']	[1, 1, 1]	[{yourself}, {side}, {aki}]	['position', 'position', 'position']	[1, 1, 1]	['VERB']	846.0	3	4	3	1	1	0.12			
3125	and then keep moving two yards or so	8	[5]	[{moving, then, and, so, or}]	['keep']	[1]	['VERB']	[1, 1]	[{yards}, {two}]	['keep', 'moving']	[1, 1]	['VERB']	846.0	2	5	2	1	3	0.38			
